x1,x2,x3,c1,c2,y,rand_0,rand_1,rand_2,rand_3,rand_4,dup_0_x1,dup_1_x2,dup_2_x3,dup_3_c1,dup_4_c2,colin_0__x1,colin_1__x2,colin_2__x3
5.6286519630873,5.415488811652207,-4.44035218990449,high,very_high,3.6551623510544498,-1.1754305522919188,3.350478311921643,1.7439836619717197,-5.403130944198071,1.1286377971124841,5.6286519630873,5.415488811652207,-4.44035218990449,2,4,-4.970938436033874,-4.5525195863253805,-0.16297357486607847
-0.27346549680880283,4.751079198143331,-2.7224003857210817,mid,low,-11.509657792774355,2.286733060706148,2.8925724917161793,-4.957985924953213,-4.091509357006673,0.6680374131808359,-0.27346549680880283,4.751079198143331,-2.7224003857210817,1,1,0.27467954278560147,-4.032041537038772,-0.045356877938982035
1.2236388026740477,-2.0985452143171894,-1.3507761923070727,mid,mid,6.875919738752069,-4.963490393548145,3.080531584974792,-1.143493327203705,-8.694859553926019,5.776706029007957,1.2236388026740477,-2.0985452143171894,-1.3507761923070727,1,2,-1.069176986601357,1.6766088273413642,-0.07795380842638466
-1.5468527278973645,-0.12191965020956985,-4.047517168669353,mid,mid,-6.538899248610182,3.0396807632255314,2.21408203128552,-3.2625657702046453,-1.5248715200438325,-0.088983129177018,-1.5468527278973645,-0.12191965020956985,-4.047517168669353,1,2,1.2769334629062488,0.029660066905952076,-0.11201663259795218
3.5441573108139717,4.334015382366675,-3.603853866921397,mid,very_low,0.5906798503144147,-2.640995444771869,3.7665357652616493,-5.198045182290608,-4.818129293923292,4.599076397330074,3.5441573108139717,4.334015382366675,-3.603853866921397,1,0,-3.0869227320628045,-3.7189976020751088,0.01775707452536611
3.0742899530242194,1.8303907720594936,-4.694860945920987,mid,very_high,2.3940062975235055,1.3525425547423158,3.6185398686797994,0.34240428718981375,0.5117814478245339,-4.643712529247322,3.0742899530242194,1.8303907720594936,-4.694860945920987,1,4,-2.768686416178038,-1.4636813515874174,-0.06241893315522118
1.7527497116996442,5.739419464127372,-5.149904266056354,low,very_low,-8.937570724157753,-2.9724012296217155,3.721223741451809,-4.813999882804867,-7.166304673418016,0.7047469545098219,1.7527497116996442,5.739419464127372,-5.149904266056354,0,0,-1.4778007534444355,-4.726954835186814,-0.3799991345932032
-0.2535260245367668,6.413589395761696,-7.945914563376185,low,mid,-18.01695655613309,1.043222520785633,2.479496062459155,-0.7960569577241416,-5.028470288502319,3.391846480769815,-0.2535260245367668,6.413589395761696,-7.945914563376185,0,2,0.31969560505833505,-5.222418039366453,-0.19442137625903075
4.458028839144011,1.8621502680719653,0.22481331617682354,mid,very_high,9.172716615017588,-0.5813880086314462,2.758464263638687,-0.49034531330033876,-2.908087345585411,-6.723538869307583,4.458028839144011,1.8621502680719653,0.22481331617682354,1,4,-3.8606869450790304,-1.608424428109021,0.07217949397508716
-1.496992899749749,-1.6253248933649926,-0.7286097361916306,high,mid,-1.2403864759973533,0.3356064321640966,3.7105234548244392,2.403947091263876,-5.080776559843612,3.9536434731692,-1.496992899749749,-1.6253248933649926,-0.7286097361916306,2,2,1.1965569885089444,1.3511945645944488,-0.11915787541400519
4.557823798915764,1.2419491412472117,-2.231805858827626,high,very_high,9.907504969428645,-0.05578380536332117,2.243132771518312,-3.1088901133007103,-3.6163482803333276,0.41009185812455273,4.557823798915764,1.2419491412472117,-2.231805858827626,2,4,-3.8600932137449697,-1.1326472994233476,0.01653450112215684
3.863350981325112,6.279477149086861,-1.0733619276050084,low,mid,-2.0739451612782096,-1.574618529041513,3.1453770463450508,-1.7875350249434931,-7.330766737129487,-1.6992526754602455,3.863350981325112,6.279477149086861,-1.0733619276050084,0,2,-3.487061686595296,-5.298640854518576,0.10542905106578701
7.1060315607016005,2.4400506510082707,-4.796198162424019,low,mid,13.532879214793963,-5.575098119304928,2.123809087073809,-2.9685904006746755,-6.346645331929114,2.783035046113606,7.1060315607016005,2.4400506510082707,-4.796198162424019,0,2,-6.319297659414171,-2.0395705972013607,-0.11916763016804106
-6.4077353679247375,1.6292868193231171,2.7121621238341422,low,mid,-21.77331301113287,-4.776605427945983,3.118337957377585,-2.8531932249460294,-2.3230537405421634,4.4306443659401396,-6.4077353679247375,1.6292868193231171,2.7121621238341422,0,2,5.67343487683082,-1.413847157515708,0.15107989598332422
-3.434774188155953,2.067661911394581,0.8373829636553167,mid,very_high,-14.731775202682606,-0.8070289387922351,2.408347489169006,-0.255665267868259,-4.799025764648541,2.0889014698218,-3.434774188155953,2.067661911394581,0.8373829636553167,1,4,2.952993033246903,-1.7118713615366639,0.08614814977678341
4.659180390215691,4.937033675761307,-3.4757155541802103,mid,mid,2.2090438741859058,2.0057583835980735,5.222764866924345,0.610062033364474,-5.276666570233268,-0.6774130319019251,4.659180390215691,4.937033675761307,-3.4757155541802103,1,2,-4.016250923199806,-4.154971103366721,-0.019440693076078285
-13.60629017659579,-0.3700754184707815,-2.2509257339246,high,high,-41.04294609577969,-2.3148841867820726,3.782115158296804,0.35508038235797046,-4.738333523976575,-2.103178623676227,-13.60629017659579,-0.3700754184707815,-2.2509257339246,2,3,12.051321495870207,0.09264306374997652,-0.2926456563435145
-3.7761825324715597,-0.9385990261360462,-6.0600379545063445,high,very_low,-11.76835404469396,-4.872380610166713,3.215790640820135,1.3265648026970915,-2.304159662074844,-0.9808190453245413,-3.7761825324715597,-0.9385990261360462,-6.0600379545063445,2,0,3.156060395089957,0.8926439238551195,-0.17912954385432017
0.5399327842719145,1.232440081555223,-0.7868992332910572,high,mid,-0.9531272595748215,-0.9912869287708249,2.788991220126282,1.6162911368238548,-3.0604191949146626,-6.2109297805165244,0.5399327842719145,1.232440081555223,-0.7868992332910572,2,2,-0.6706897969449599,-1.1728368899220962,-0.1541994871259846
2.5581814779721572,-1.2076427991237404,-6.1152086563148895,low,high,6.207936558133643,-5.109074632518396,2.695046456254731,-0.936363704861319,-4.002259237318656,-0.15821631962817206,2.5581814779721572,-1.2076427991237404,-6.1152086563148895,0,3,-2.382966300450336,1.0122809639953738,-0.08437748841256743
7.3017613882761685,3.2848038222147107,0.29831118562324566,low,low,15.280745476216131,-8.457819321654982,4.179547039713911,2.675934426350461,-7.814953473637018,-3.1755067776024832,7.3017613882761685,3.2848038222147107,0.29831118562324566,0,1,-6.30067646621386,-2.7798694224775455,-0.21708292896485593
0.46275568448803217,2.9450068541944985,2.192399422692005,high,high,-3.2646786288903136,0.8334310437404835,3.1509907692062593,-0.7160899572268761,-6.76892162543828,2.6998860130179283,0.46275568448803217,2.9450068541944985,2.192399422692005,2,3,-0.5689655846305596,-2.7727230900405093,0.056722106842507156
-2.96099288992912,0.8515984617540922,-5.061508414518118,low,very_low,-13.108355104538797,-3.3784111811550384,2.834138290745572,1.430641365155605,-2.415871621120349,10.555184267493843,-2.96099288992912,0.8515984617540922,-5.061508414518118,0,0,2.6276863961320567,-0.7745317380445974,0.044029913578691196
-3.5698744578026664,3.186573362080422,0.008547080840900279,low,very_low,-17.050105464420866,0.9215737028812698,3.4888167441232127,2.2567106181713057,-4.47489430865405,1.7818591693656693,-3.5698744578026664,3.186573362080422,0.008547080840900279,0,0,3.0035020141341207,-2.723893168439119,-0.021107649259155963
0.11673616818059995,3.848198447837907,-5.613147611561271,mid,mid,-10.147874190405236,2.0491055727594993,2.6379480733731087,0.030827265225054412,-2.9367775504328804,2.258565675290571,0.11673616818059995,3.848198447837907,-5.613147611561271,1,2,-0.17858715432912858,-3.375411486089257,-0.3845508248287659
0.6775995960691618,-1.717466521855485,4.09752051091578,low,very_high,6.384818074840027,2.0945482219871168,3.0057078547686005,-4.5150035893965645,-3.6217324476233905,-1.691842218792564,0.6775995960691618,-1.717466521855485,4.09752051091578,0,4,-0.5860829098980664,1.5113290383657008,0.15658618186841158
1.6242828495554194,7.842365138250219,-2.7306863047220418,low,mid,-12.749221262243147,2.5860468801902257,2.986878150789276,3.900038098608083,-2.792111899307093,2.412489091582621,1.6242828495554194,7.842365138250219,-2.7306863047220418,0,2,-1.4754208853943487,-6.484699079343568,-0.09820904106766726
2.761569493635701,-3.421899854904632,-2.534185574769838,low,very_low,13.967941278162048,-4.066668675044886,3.918367265211794,-1.4636435628243913,-7.757140103804421,6.782116829437016,2.761569493635701,-3.421899854904632,-2.534185574769838,0,0,-2.3377702326852208,2.9538525322193627,-0.1927586706543265
-0.4893573231443909,5.354949992712943,-1.057884412813317,low,low,-12.946996499204362,7.670123039548923,3.3753861295379086,-1.120056222423069,-6.164624999680104,3.69137690890955,-0.4893573231443909,5.354949992712943,-1.057884412813317,0,1,0.22406986439780732,-4.564560764198526,0.08250142488814546
-5.433222547997923,5.376724534468028,-5.254971733087736,low,very_high,-30.82342035143329,1.339754731973673,2.237653431740128,-4.044706952368694,-2.6715367819619793,3.172556660729965,-5.433222547997923,5.376724534468028,-5.254971733087736,0,4,4.710333273076576,-4.6043805172911885,0.02517168035852886
-3.955566707406971,6.415579562724179,-2.493850130007334,mid,mid,-25.984882998789935,2.1495340144554604,2.2500198454591933,5.903392912305889,-8.42967966281962,9.68285419901175,-3.955566707406971,6.415579562724179,-2.493850130007334,1,2,3.51032433859549,-5.425043816231177,-0.27684308245757505
8.246358844318657,5.100031981561651,-1.9838289096123947,mid,very_high,12.647859686149726,-0.38610390363459113,2.5759547309594737,-0.4035136783971653,-4.153713004494073,3.309521961142811,8.246358844318657,5.100031981561651,-1.9838289096123947,1,4,-7.261176716770423,-4.294845786936152,-0.055150217543952385
4.179550427141212,4.738408650702485,0.39724064831725237,mid,very_low,3.856865572629162,-5.311099465541097,4.3669337835745115,-2.919024319944257,-2.9830861672533047,2.771687245906265,4.179550427141212,4.738408650702485,0.39724064831725237,1,0,-3.6221046798213536,-4.008538459061812,-0.0887810229199476
