x1,x2,x3,y
1.9725839123867304,1.4408096920380071,-6.9042531187038385,mid
-0.3684007492278256,0.4698649027687274,-4.0154224889390795,low
-0.1131995698658362,3.5945985964565628,-11.800064654120245,low
0.7131936494337796,-0.7886879289590953,-2.764670432550138,mid
1.2945141441020078,2.426003533496212,-9.302911874412676,low
0.7047389129856205,1.6512336482996,6.845572213353499,high
-0.7225257206433171,-0.6107446564478911,-5.208402532455175,low
1.1907883805339345,5.990809202623711,-8.139570917779398,low
1.0206738163910976,4.147841577958416,5.125514195454423,mid
-0.324996904561682,-2.8490107632277484,0.05108068087383266,mid
-0.49395665061674054,1.237918126431949,3.892233187110829,mid
0.6885110405351751,4.26774445307459,4.114759871703853,mid
-0.6856498449708742,1.3893616452684954,-0.23923417563369664,low
1.1357057085628308,2.2612891422970134,-0.9113130177494351,mid
1.536180639492506,-6.587273273103767,-4.657193267890994,high
-0.20339431615826808,2.034158634332282,-10.569146684238818,low
-1.0266315462918032,4.8618132183329115,-6.266163385635661,low
1.449763732117233,1.555195408393886,-0.21066177287162446,mid
0.658663476595055,7.455724063934246,1.7861306138782336,low
-1.0843653022756052,0.5467078471863598,-3.479199494444141,low
-0.42163890091224154,2.687553842381509,5.589306447734824,mid
-1.9670551601985438,-0.14534529670897944,0.3133228826650054,low
1.5418362692280534,2.044051130679293,-2.4396942303704074,mid
-0.341597813603055,4.052011619620704,-13.091655552932796,low
-1.3638792568704317,-0.7731938679541557,-5.653525963440678,low
-0.4228976296572313,6.6316853423862465,-3.0326426256242804,low
-0.7504539743031828,2.5416251801486265,-3.8405138925261015,low
0.4482551010617655,1.9393940936931027,-10.492242606345973,low
-0.7307480880365163,5.773761788738029,-3.8756476355269607,low
-0.4812560261098069,4.542115224515929,0.5939917931105194,low
0.034562348098520365,-0.02707049238032555,0.3258439884987636,mid
0.33864407360307697,-5.456307311396871,-3.501327679378897,high
-0.38252997143147915,4.73135354677103,1.9921356873293163,low
-1.151500237061064,-1.059374956841551,-6.389815783761119,low
0.7272990933830331,-1.40416347891383,2.5729080274594747,high
0.33307264736025405,2.4470518199042144,-4.879323785231645,low
2.5639434123067364,0.47774379210104634,-4.358125914351794,high
-0.6660131266079284,4.130400509832487,-2.558896919002061,low
2.048961592813355,6.838044226138225,-8.42301215512961,low
0.20474372443939326,0.9280546726051049,-9.80773837803034,low
-0.46076273030216347,4.965404166483735,-0.8504882919893744,low
-0.6250613527599508,4.457552459086515,2.348237937168493,low
-0.3036833188112263,4.801607380897282,-13.583466924222996,low
0.38899102942886826,1.747838272983655,-0.3706459818762222,mid
1.1766537355118536,4.604238338883056,-9.157423951377426,low
0.7520316038173761,5.7173878417743,-12.110583660070509,low
0.3274252699631894,-0.28407606743692204,1.6936917395379831,mid
1.3387505142922516,5.3270199711770445,1.9548273422500504,mid
-0.5597203657150934,3.1789507898206777,0.6110489857472827,low
-0.19383142572739404,4.684623290988082,0.031602903530723925,low
0.6116094766237334,3.6011898121237307,-7.350330053289858,low
-0.03673549475869382,0.4515432248101474,-9.505719162620753,low
1.4277799812615166,7.286536071438068,-3.757325434017486,low
0.47741792953212797,10.398914303789175,-1.375284481764901,low
1.3634700710317533,5.691002468591626,2.8761220040024265,mid
0.5346999606034429,-2.4457862305729856,-0.7233924462870385,high
-0.7318284752731052,1.8173656378980518,-6.6571665388466466,low
-0.5495276155895271,7.744548911795648,-5.0430449486550915,low
0.21648206584277482,5.903751385067374,-3.4425646655715223,low
1.3330242921451723,3.0321491747039855,3.2891329438481822,mid
0.4639088526220494,7.1062018247733585,1.51467650907487,low
-0.11238402313615838,3.6824213928054137,-8.803173486304736,low
-0.13597351042757994,3.4398735916877765,3.482532593238207,mid
-1.2061809314107725,1.8896320369226334,0.1928114423920011,low
1.5450498971107824,5.291865462315082,-2.3262548575030353,mid
1.4660771156342949,2.595318439028241,-2.3299139221142897,mid
1.4059690169695283,4.3188026082400945,3.648342168711415,mid
0.7501802582335785,3.3420982240686072,-8.267810938083205,low
0.5817629264231161,11.025903674294007,5.633293719528634,low
